,Release date,Artist,Album,Genre,Label,Producer
46,June 17 2016,Reik,Des/Amor,Latin pop,Sony Music,"Julio Ramírez, Gilberto Marí y Jesús Navarro."
47,June 17 2016,Snow Tha Product,Half Way There...Pt. 1,"Hip hop, R&B",Atlantic,"Arthur McArthur, Focus…, DJ Pumba"
48,June 17 2016,Swans,The Glowing Man,Experimental music,"Young God, Mute",Michael Gira
49,June 17 2016,Thousand Foot Krutch,Exhale,"Christian rock, hard rock","TFK Music, The Fuel Music",Aaron Sprinkle
50,June 17 2016,The Tragically Hip,Man Machine Poem,Rock,Universal Music Canada,"Kevin Drew, Dave Hamelin"
51,June 17 2016,Unlocking the Truth,Chaos,,,Johnny K
52,June 17 2016,Will Butler,Friday Night,Indie rock,Merge,
53,June 22 2016,Corey Feldman,Angelic 2 the Core,"Dance-pop, funk rock",,
54,June 22 2016,Delorean,Muzik,,PHLEX,
55,June 24 2016,Alice Bag,Alice Bag,"Punk rock, rock",Don Giovanni,
56,June 24 2016,Broods,Conscious,"Electropop, synth-pop, dance","Dryden Street, Island, Capitol, Universal Music Australia","Alex Hope, Captain Cuts, Joel Little"
57,June 24 2016,Cash Cash,"Blood, Sweat & 3 Years","Electro house, progressive house","Big Beat, Atlantic","Jean Paul Makhlouf, Alex Makhlouf, Samuel Frisch, Nicholas Gale"
58,June 24 2016,DJ Shadow,The Mountain Will Fall,"Hip hop, instrumental hip hop, electronic",Mass Appeal,Josh Davis
59,June 24 2016,Drowners,On Desire,Indie rock,Frenchkiss,
60,June 24 2016,Hot Hot Heat,Hot Hot Heat,Indie rock,"Culvert, Kaw Liga",
61,June 24 2016,Jay Chou,Jay Chou's Bedtime Stories,Mandopop,Sony Music Taiwan,
62,June 24 2016,Meiko,Moving Day,,,Joshua Grange
63,June 24 2016,Nice As Fuck,Nice As Fuck,"Punk, funk, pop",Love's Way Records,
64,June 24 2016,Steve Vai,Modern Primitive / Passion and Warfare 25th Anniversary Edition,Instrumental rock,Legacy,
65,June 24 2016,Whitechapel,Mark of the Blade,"Deathcore, groove metal",Metal Blade,Mark Lewis
66,June 25 2016,Ceca,Autogram,"Pop, folk","City, Ceca Music","Bojan Vasić, Damir Handanović"
67,June 27 2016,Marsheaux,Ath.Lon,"Synth-pop, electronica",Undo,
68,June 30 2016,Lindsey Abudei,...and the Bass Is Queen,"Neo soul, blues, jazz",Stealth,"Atta Lenell Otigba, Mosadoluwa Adegboye"
