,Release date,Artist,Album,Genre,Label,Producer
31,November 17 2014,One Direction,Four,Pop,Syco,"Julian Bunetta, Pär Westerlund, John Ryan, Teddy Geiger, Steve Robson, Matt Rad, Jamie Scott, Ian Franzino, Afterhrs, Sam Miller, Alexander Oriet, Ben ""Bengineer"" Chang"
32,November 17 2014,Various Artists,"The Hunger Games: Mockingjay, Part 1 – Original Motion Picture Soundtrack","Pop, electronic, hip hop",Republic,Lorde
33,November 18 2014,Gong,I See You,Rock,Snapper,"Orlando Monday Allen, Daevid Allen, Dave Sturt"
34,November 18 2014,Kristin Chenoweth,Coming Home,"Country, pop, classical",Concord,Jay Krugman
35,November 18 2014,Steve Taylor & The Perfect Foil,Goliath,"Alternative rock, CCM, new wave revival",Splint Entertainment,"Steve Taylor, Danny Seim"
36,November 18 2014,TV on the Radio,Seeds,"Art rock, indie rock, synthpop, funk",Harvest,Dave Sitek
37,November 21 2014,Boyzone,Dublin to Detroit,Soul,East West,"Brian Rawling, Paul Meehan"
38,November 21 2014,David Guetta,Listen,"EDM, pop, electro, trap","What A Music, Parlophone, Atlantic","Afrojack, Andrew Frampton, Austin Bisnow, Avicii, Daddy's Groove, Danny O'Donoghue, David Guetta, Ester Dean, Frédéric Riesterer, Giorgio Tuinfort, Jason Evigan, Jean-Charles Carre, Lukas Loules, Marcus van Wattum, Nicky Romero, Ralph Wegner, Sam Martin, Showtek, Stadiumx, Sultan & Shepard"
39,November 21 2014,Ellen Andrea Wang,Diving,"Pop, jazz",Propeller,
40,November 21 2014,Guy Sebastian,Madness,"Pop, adult contemporary, R&B",Sony Music Australia,"Boots Ottestad, Guy Sebastian, Khris Lorenz, Louis Schoorl, M-Phazes, Matt Rad, Mario Marchetti, MdL, ProJay, Shuko & Freedo, Tom Meredith, Twice as Nice"
41,November 21 2014,Olly Murs,Never Been Better,Pop,"Epic, Syco","Jason Evigan, Steve Robson, Martin Johnson, Daniel Davidsen, Cutfather, Ryan Tedder, Tom Barnes, Pete Kelleher, Ben Kohn, Steve Mac, Paul Weller, Jamie Scott, Matt Prime, Future Cut, Dan Book, Kyle Moorman, Brandon Paddock, Peter Wallevik, David Quiñones, TommyD, Noel Zancanella, TMS, Banx & Ranx, Ian Kirkpatrick, Toby Gad"
42,November 21 2014,The Veronicas,The Veronicas,Pop rock,Sony Australia,"Alex Shield, Chris Loco, DNA, Dreamlab, Martin Hansen, Nellee Hooper, Roger Alan Nichols, Ruffian, Sandy Chila, Toby Gad"
43,November 24 2014,Beyoncé,Beyoncé: Platinum Edition,"Alternative R&B, pop","Parkwood, Columbia","Beyoncé, Bobby Johnson, Boots, Cook Classics, Detail, Geoffro, HazeBanga, Hit-Boy, J-Roc, Key Wane, Noah ""40"" Shebib, Timbaland, Pharrell Williams"
44,November 24 2014,Iggy Azalea,Reclassified,Hip hop,"Virgin EMI, Def Jam","1st Down, 86, The Arcade, Boots, Dabin & Apashe, Darryl Reid, The Invisible Men, Joey Dyer, The Messengers, Reeva & Black, Saltwives, Stargate, Watch The Duck, WoodysProduce"
45,November 24 2014,Kelis,Live in London,R&B,Concert Live,
46,November 24 2014,Mary J. Blige,The London Sessions,"R&B, UK garage, deep house, soul, grime","Capitol, Matriarch","Mary J. Blige, Rodney ""Darkchild"" Jerkins, Jimmy Napes, Stephen Fitzmaurice, Eg White, Sam Romans, Disclosure, Craze and Hoax, Knox Brown, M. J. Cole, Naughty Boy, Marc Kinchen, Shakavelli"
47,November 24 2014,Pitbull,Globalization,"Hip hop, house","Mr. 305, Polo Grounds, RCA","A.C, Andrew Cedar, Armando Christian Pérez, Axident, Charles Chavez, Cirkut, DJ Frank E, DJ Noodles, Dr. Luke, Jason Evigan, JMIKE, Joe London, John Ryan, Jump Smokers, Kinetics & One Love, Lifted, Max Martin, The Monsters and the Strangerz, Ricky Reed, Thomas Troelsen"
48,November 24 2014,R.E.M.,REMTV,Alternative rock,Rhino,
49,November 24 2014,Rick Ross,Hood Billionaire,Hip hop,"Maybach, Def Jam, Slip-n-Slide","Rick Ross, Sean Combs, DJ Khaled, Timbaland, DJ Toomp, Metro Boomin, Beat Billionaire, Big K.R.I.T., Cardiak, CritaCal, Lex Luger, Deedotwill, V12 The Hitman, MoneyBag$, Tracy Tyler, Ben Billions, Bassivity, The Remedy Production Group, Eddie 'eMIX' Hernandez"
50,November 24 2014,Selena Gomez,For You,Dance-pop,Hollywood,"Andrew Bolooki, Boy Lightning, The Cataracs, Dan Brook, Dave Audé, David Kuncio, Devrim Karaoglu, Dreamlab, Dubkiller, Emanuel Kiriakou, Ester Dean, Halatrax, Humberto Gatica, Kevin Rudolf, The Monsters and the Strangerz, Rock Mafia, Stargate, Stefan Abingdon, SuperSpy, Ted Bruner, Toby Gad, Thomas Armato Sturges, Trey Vittetoe"
51,November 24 2014,Various artists,I'll Be Home For Christmas,Christmas,"Epic, Sony","John Alagía, Chris ""Flict"" Aparri, Sergio Aranda, Claudia Brant, Jon Brion, Dernst ""D'Mile"" Emile II, Kevin Kadish, Chris Kuffner, L.A. Reid, Meghan Trainor"
52,November 24 2014,Various artists,Shady XV,Hip hop,"Shady, Interscope","AraabMuzik, Apex, The Audibles, Boi-1da, Brandon ""Dirtybird"" Parrott, Conrad Clifton, DJ Premier, Dr. Dre, Emile Haynie, Eminem, Felix Flint, J-Praize, Jeff Bass, John Hill, Just Blaze, Katalyst, Luis Resto, Marv Von, The Maven Boys, Mike Elizondo, Mr. Porter, Mr. Pyro, Scott Storch, Statik Selektah, WillPower, Witt & Pep"
53,November 25 2014,Alexandra Stan,Unlocked,"Dance, techno, pop, R&B","Victor Entertainment Corp, Ultra","Alexandru Cotoi, Anton Kuhl, Axident, Erik Lidbom, Gabriel Huiban, Ionuț Adrian Radu, Kyle Coleman, Lukas Hällgren, Mika Moupondo, Prince Chrishan, Sebastian J., Șerban Cazan, Victor Bourosu"
54,November 25 2014,Tiziano Ferro,TZN - The Best of Tiziano Ferro,"Pop, R&B",Universal,Michele Canova
55,November 25 2014,Your Old Droog,Your Old Droog,Hip hop,Droog Recordings,
56,November 26 2014,BIGBANG,The Best of Big Bang 2006-2014,"K-pop, J-pop, dance-pop",YGEX,"G-Dragon, Teddy Park"
57,November 28 2014,Justice Crew,Live by the Words,Pop,Sony Music Australia,Jay Sean
