,Release date,Artist,Album,Genre,Label,Producer
25,December 9 2016,Tech N9ne,The Storm,Hip hop,"Strange, INgrooves","Beatnick, Burna, DJ Rek, Gianni Ca$h, JMac Tracks, Jordan Omley, K-Salaam, Major Seven, Makzilla, Michael Mani, Mr. Porter, N4, The Pushers, Seven, Travis O'Guin"
26,December 12 2016,Big Bang,Made,"Dance-pop, PBR&B, hip hop",YG Entertainment,"G-Dragon, Teddy Park, Taeyang, P.K, Dee.P, Seo Won-jin, T.O.P"
27,December 15 2016,Injury Reserve,Floss,Hip hop,Las Fuegas,Injury Reserve
28,December 16 2016,Anastacia,A 4 App,,"Foureyez, LME",
29,December 16 2016,Bon Jovi,This House Is Not for Sale – Live from the London Palladium,Rock,Island,Obie O'Brien
30,December 16 2016,Buddy Goode,More Rubbish,,"Goode Times Music, ABC Music",
31,December 16 2016,Gabrielle Aplin,Miss You,Pop,Never Fade,Mike Spencer
32,December 16 2016,Kid Cudi,"Passion, Pain & Demon Slayin'",Hip hop,"Wicked Awesome, Republic","A+, Anthony Kilhoffer, Dot da Genius, Idle Kid, J Gramm, Kid Cudi, Mike Dean, Mike Will Made It, Pharrell Williams, Plain Pat"
33,December 16 2016,T.I.,Us or Else: Letter to the System,Hip hop,"Grand Hustle, Roc Nation","BeatsxKD, Brandon Rossi, Deputy, The Digital Natives, Lil' C, Mars, Mike & Keys, Mp808, Nottz, Pierre Medor, The Pusha Beats, Steven Franks, T.I., TB Hits, The-Dream, Trev Case"
34,December 16 2016,Tony Bennett,Tony Bennett Celebrates 90,Jazz,Columbia,
35,December 21 2016,Dec 99th,Dec 99th,,,Ferrari Sheppard
36,December 23 2016,Nine Inch Nails,Not the Actual Events,Industrial rock,The Null Corporation,"Trent Reznor, Atticus Ross"
37,December 30 2016,Omar Rodríguez-López,A Lovejoy,"Electronica, synth-pop, experimental rock",Ipecac,Omar Rodríguez-López
