,Release date,Artist,Album,Genre,Label,Producer
26,January 22 2016,Adrian Younge,Something About April II,"Soul, R&B",Linear Labs,Adrian Younge
27,January 22 2016,Aidan Knight,Each Other,,Full Time Hobby,
28,January 22 2016,The Besnard Lakes,A Coliseum Complex Museum,"Psychedelic rock, progressive rock, indie rock",Jagjaguwar,
29,January 22 2016,Cait Brennan,Debutante,Indie rock,Alternative Distribution Alliance,"Fernando Perdomo, Cait Brennan"
30,January 22 2016,Chairlift,Moth,"Synth-pop, indie pop, electropop, alternative dance",Columbia,Chairlift
31,January 22 2016,Cherry Poppin' Daddies,The Boop-A-Doo,"Jazz, swing",Space Age Bachelor Pad Records,Steve Perry
32,January 22 2016,Conrad Keely,Original Machines,Rock,Superball,
33,January 22 2016,Eleanor Friedberger,New View,Indie rock,Frenchkiss,
34,January 22 2016,Eliot Sumner,Information,,Island,
35,January 22 2016,Half Japanese,Perfect,"Art punk, indie rock",Joyful Noise,
36,January 22 2016,John Cale,M:FANS,"Experimental rock, industrial rock, electronic",Double Six,"John Cale, Nita Scott"
37,January 22 2016,King Charles,Gamble for a Rose,Folk rock,Buffalo Gang,
38,January 22 2016,Lionheart,Love Don't Live Here,"Hard rock, heavy metal",LHHC,
39,January 22 2016,Megadeth,Dystopia,Thrash metal,"Tradecraft, Universal","Chris Rakestraw, Dave Mustaine, Toby Wright"
40,January 22 2016,The Mute Gods,Do Nothing till You Hear from Me,"Progressive rock, pop rock",InsideOut,"Nick Beggs, Roger King"
41,January 22 2016,Mystery Jets,Curve of the Earth,,Caroline,
42,January 22 2016,ROAM,Backbone,Pop punk,Hopeless,Drew Lawson
43,January 22 2016,RÜFÜS,Bloom,Alternative dance,Sweat It Out,
44,January 22 2016,Savages,Adore Life,Post-punk,Matador,Johnny Hostile
45,January 22 2016,Shearwater,Jet Plane and Oxbow,Indie rock,Sub Pop,
46,January 22 2016,Sonya Kitchell,We Come Apart,,Relativity Media,
47,January 22 2016,Steve Angello,Wild Youth,"Indie rock, electro house",Size,"AN21, Francesco Rossi, Saturday, Monday, Steve Angello, Stuart Price, Tom Taped"
48,January 22 2016,Stian Omenås,Klangkammer 2,Jazz,NorCD,Karl Seglem
49,January 22 2016,Steven Wilson,4 ½,Progressive rock,Kscope,Steven Wilson
50,January 22 2016,Suede,Night Thoughts,Art rock,Warner Bros.,"Ed Buller, Neil Codling, Paul-Edouard Laurendeau"
51,January 22 2016,Tank,Sex Love & Pain II,R&B,Atlantic,"Alvin Isaacs, Antoinette Roberson, B. A. M., Bryan Harrison, Bryan Nelson, Chris Brown, Cynthia Biggs, Darrell ""Delite"" Allamby, Dexter Wansel, Durrell Babbs, Eric Bellinger, J. Valentine, Johnny Stokes, Kenneth Dickerson, Kenneth Gamble, Lincoln Browder, Mele Moore, Micah Powell, Michelle Sherman, Nicholas Baker, Olubowale Akintimehin, Rickey ""Slikk"" Offord, Shawn Stockman, Trevor Jackson, Yo Gotti, Zena Foster"
52,January 22 2016,Tindersticks,The Waiting Room,Indie rock,"City Slang, Lucky Dog",
53,January 22 2016,Tortoise,The Catastrophist,Post-rock,Thrill Jockey,
54,January 22 2016,Tricky,Skilled Mechanics,,False Idols,"Tricky, DJ Milo, Luke Harris"
55,January 22 2016,Ty Segall,Emotional Mugger,"Garage rock, hard rock, glam rock",Drag City,"F. Bermudez, Ty Segall"
56,January 22 2016,Ulver,ATGCLVLSSCAP,"Experimental, psychedelic rock",House Of Mythology,Ulver
57,January 27 2016,Rihanna,Anti,"Pop, R&B","Westbury Road, Roc Nation","Boi-1da, Brian Kennedy, Chad Sabo, Daniel Jones, DJ Mustard, Fade Majah, Frank Dukes, Fred Ball, Glass John, Hit-Boy, Jeff Bhasker, Kevin Parker, Kuk Harrell, Mick Schultz, Mitus, No I.D., Noah ""40"" Shebib, Rihanna, Robert Shea Taylor, Scum, Timbaland, Travis Scott, Twice as Nice, Vinylz"
58,January 28 2016,Massive Attack,Ritual Spirit,"Trip hop, electronica",Virgin,"Euan Dickinson, Robert Del Naja"
59,January 29 2016,Aubrie Sellers,New City Blues,"Country, country pop",Carnival,
60,January 29 2016,Avantasia,Ghostlights,"Symphonic metal, hard rock, power metal",Nuclear Blast,"Sascha Paeth, Tobias Sammet"
61,January 29 2016,Ayumi Tanaka Trio,Memento,Jazz,AMP Music & Records,
62,January 29 2016,Basement,Promise Everything,Alternative rock,Run for Cover,Sam Pura
63,January 29 2016,Bill Frisell,When You Wish Upon a Star,Jazz,Okeh,Lee Townsend
64,January 29 2016,Black Tusk,Pillars of Ash,,Relapse,
65,January 29 2016,Bloc Party,Hymns,"Indie rock, alternative dance","Infectious, BMG, Vagrant","Tim Bran, Roy Kerr"
66,January 29 2016,Bury Tomorrow,Earthbound,Metalcore,Nuclear Blast,Caleb Shomo
67,January 29 2016,Cavo,Bridges,Hard rock,Cavo Music Experience,Matt Noveskey
68,January 29 2016,Charlie Puth,Nine Track Mind,"Pop, R&B",Atlantic,"Andrew Cedar, Breyan Isaac, Charlie Puth, DJ Frank E, Geoffro Cause, Infamous, J.R. Rotem, Jesse Shatkin, Johan Carlsson, Matt Prime, Red Triangle"
69,January 29 2016,Dream Theater,The Astonishing,"Progressive metal, progressive rock",Roadrunner,John Petrucci
70,January 29 2016,Harriet,American Appetite,,Harvest,
71,January 29 2016,Kevin Gates,Islah,Hip hop,"Atlantic, Bread Winners' Association","Alex Goose, Cook Classics, David D.A. Doman, DJ Chose, Dreamlife Beats, Earl & E, The Featherstones, Go Grizzly, IKENNA FuNkEn, Jake Troth, Kevin Gates, The Mekanics, Mxllzy, Patrick Carmelo, Rvssian, Swiff D"
72,January 29 2016,Mike Oldfield,The 1984 Suite,"Pop rock, progressive rock",,"Mike Oldfield, Simon Phillips"
73,January 29 2016,Money,Suicide Songs,Indie rock,Bella Union,
74,January 29 2016,Night Beats,Who Sold My Generation,Rock,Heavenly,
75,January 29 2016,Nils Landgren with Janis Siegel,Some Other Time – A Tribute to Leonard Bernstein,Jazz,ACT Music,"Nils Landgren, Siggi Loch"
76,January 29 2016,Prong,X (No Absolutes),,SPV/Steamhammer,
77,January 29 2016,Sia,This Is Acting,"Electropop, power pop, soul","Inertia, Monkey Puzzle, RCA","88-Keys, Cameron Deyell, Chris Braide, Dom $olo, Greg Kurstin, Jack Antonoff, Jake Sinclair, Jesse Shatkin, Josh Valle, Kanye West, Nikhil Seetharam, Noah Goldstein, T-Minus"
78,January 29 2016,St. Lucia,Matter,Synth-pop,Columbia,"Jean-Philip Grobler, Patricia Baranek, Chris Zane, Joe LaPorta, Jack Antonoff"
79,January 29 2016,Tedeschi Trucks Band,Let Me Get By,"Blues, rock, R&B, soul",Fantasy,Derek Trucks
80,January 29 2016,"Tord Gustavsen, Simin Tander, Jarle Vespestad",What Was Said,Jazz,ECM,Manfred Eicher
81,January 29 2016,Turin Brakes,Lost Property,,Cooking Vinyl,
82,January 29 2016,Wet,Don't You,"Indie pop, indie electronic, dream pop",Columbia,"Chris Smith, Justyn Pilbrow, Noah Beresin, Patrick Wimberly, Robin Hannibal, Tom Elmhirst, Wet"
83,January 29 2016,Wolfgang Gartner,10 Ways to Steal Home Plate,Electro house,Kindergarten Records,Wolfgang Gartner
84,January 29 2016,Yanni,Sensuous Chill,"Easy listening, new-age","Portrait, Sony Masterworks",Yanni
85,January 31 2016,Diane Birch,Nous,"Jazz, indie pop, soul, gospel",Hymnpatia Recordings,Diane Birch
