,Release date,Artist,Album,Genre,Label,Producer
39,August 26 2016,Britney Spears,Glory,Dance-pop,RCA,"Karen Kwak, Bloodpop, Dan Book, Burns, Cashmere Cat, Jason Evigan, Oak Felder, Andrew Goldstein, Oscar Görres, Ian Kirkpatrick, Mattman & Robin, Mischke, Nick Monson, Alex Nice, Robopop, Lance Eric Shipp, Pat Thrall, Young Fyre, DJ Mustard, Twice as Nice, Jon Asher"
40,August 26 2016,Carly Rae Jepsen,Emotion: Side B,Pop,"604, School Boy, Interscope","Ben Romans, Carl Falk, CJ Baran, Dibs, Greg Kurstin, Kyle Shearer, Nick Ruth, Rami Yacoub, Ryan Stewart, TMS"
41,August 26 2016,Celine Dion,Encore un soir,French pop,Columbia,"Eddy Marnay, Humberto Gatica, Jacques Veneruso, Jean-Jacques Goldman, Luc Leroy, Ludovic Carquet, Marie-Louise Therry, Patrick Hampartzoumian, Rudi Pascal, Scott Price, Silvio Lisbonne, Thierry Blanchard, Yann Macé, Zaho"
42,August 26 2016,David Helbock,Into the Mystic,Jazz,ACT Music,Siggi Loch
43,August 26 2016,De La Soul,and the Anonymous Nobody...,Hip hop,A.O.I. Records,"The Anonymous Nobodies, Dave Palmer, Davey Chegwidden, De La Soul, Ethan Phillips, Joshua Matthew Lopez, Kaveh Rastegar, Money Mark, Pete Rock, Supa Dave West"
44,August 26 2016,Florida Georgia Line,Dig Your Roots,Country,Big Machine,Joey Moi
45,August 26 2016,Frode Haltli with the Trondheim Soloists and Arditti Quartet,Air,Classical,ECM,
46,August 26 2016,FUTURISTIC,As Seen on the Internet,Hip hop,We're The Future Records,"Aphillyated, Cook Classics, Futuristic, Hopsin, Kato, KING!, Tyler Rohn, Wave Cutters"
47,August 26 2016,Glass Animals,How to Be a Human Being,"Indie pop, art pop, alternative R&B","Wolf Tone, Caroline International, Harvest","John Bettis, Dave Bayley"
48,August 26 2016,Ingrid Michaelson,It Doesn't Have to Make Sense,Indie pop,"Cabin 24, Mom + Pop","Barry Dean, Cason Cooley, Chris Kuffner, Dan Romer, Ingrid Michaelson, Katie Herzig, Luke Laird"
49,August 26 2016,Imany,The Wrong Kind of War,Pop,Think Zik!,
50,August 26 2016,Joseph,"I'm Alone, No You're Not","Indie pop, folk",ATO,Mike Mogis
51,August 26 2016,Marius Neset,Snowmelt,Jazz,ACT Music,"Marius Neset, Anton Eger"
52,August 26 2016,Omar Rodríguez-López,Arañas en la Sombra,"Experimental rock, progressive rock, psychedelic rock",Ipecac,Omar Rodríguez-López
53,August 26 2016,Rantala Danielsson Erskine,How Long Is Now?,Jazz,ACT Music,Siggi Loch
54,August 26 2016,Sodom,Decision Day,Thrash metal,SPV/Steamhammer,Cornelius Rambadt
55,August 26 2016,Trygve Seim,Rumi Songs,Jazz,ECM,Siggi Loch
56,August 31 2016,Come Shine + KORK,Norwegian Caravan,Jazz,Lawo Classics,"Erlend Skomsvoll, Vegard Landaas"
