,Release date,Artist,Album,Genre,Label,Producer
37,February 24 2015,Big Sean,Dark Sky Paradise,Hip hop,"GOOD Music, Def Jam","Sean Anderson, Kanye West, Allen Ritter, Amaire Johnson, Boi-1da, Da Internz, DJ Dahi, DJ Mano, DJ Mustard, Jay John Henry, Key Wane, L&F, Metro Boomin, Mike Free, Mike Will Made It, Lee Stone, Nashiem Myrick, Noah Goldstein, OG Webbie, PARTYNEXTDOOR, Vinylz, Rob Got Beats, T-Minus"
38,February 24 2015,The Black Ryder,The Door Behind The Door,"Psychedelic rock, experimental rock",The Anti-Machine Machine,"Aimee Nash, Scott Von Ryper"
39,February 24 2015,Chris Brown & Tyga,Fan of a Fan: The Album,"R&B, hip hop",RCA,"DJ Mustard, Jess Jackson, Nic Nac, Mel & Mus, P-Lo, Scott Storch, Drumma Boy, DJ Frank E, The Mekanics, David D.A. Doman, The Breed, Bobby Kritical, Mark Kragen"
40,February 24 2015,Emile Haynie,We Fall,Alternative,Interscope,Emile Haynie
41,February 24 2015,Falling in Reverse,Just Like You,Post-hardcore,Epitaph,"Ronnie Radke, Michael 'Elvis' Baskette"
42,February 24 2015,Future Brown,Future Brown,Electronic,Warp,
43,February 24 2015,Gang of Four,What Happens Next,"Alternative rock, industrial rock","Metropolis, Membran",Andy Gill
44,February 24 2015,Kid Rock,First Kiss,"Heartland rock, southern rock, country rock",Warner Bros.,"Kid Rock, Dan Huff"
45,February 24 2015,Make Do and Mend,Don't Be Long,Post-hardcore,Rise,
46,February 24 2015,Marta Sánchez,21 Días,Latin pop,Entrearte,David Teran
47,February 24 2015,Oceans Ate Alaska,Lost Isles,"Metalcore, progressive metal",Fearless,Josh Wickman
48,February 24 2015,Red,Of Beauty and Rage,"Alternative rock, Christian rock, Christian metal","Sony, Essential",Rob Graves
49,February 24 2015,Screaming Females,Rose Mountain,"Indie rock, punk",Don Giovanni,Matt Bayles
50,February 25 2015,Noel Gallagher's High Flying Birds,Chasing Yesterday,Alternative rock,Sour Mash,Noel Gallagher
51,February 27 2015,Jack Ü,Skrillex and Diplo Present Jack Ü,"EDM, trap","OWSLA, Mad Decent, Atlantic","Skrillex, Diplo"
52,February 27 2015,Mathias Eick,Midwest,Contemporary jazz,ECM,Manfred Eicher
53,February 27 2015,Nena,Oldschool,Pop,Laugh and Peas,Samy Deluxe
54,February 27 2015,Steven Wilson,Hand. Cannot. Erase.,Progressive rock,Kscope,Steven Wilson
