,Release date,Artist,Album,Genre,Label,Producer
21,July 8 2014,Dirty Heads,Sound of Change,"Reggae, rock, rap rock, alternative rock",Five Seven,"Supa Dups, Buddah Shampoo, Niles, David Bassett, LD, Rome"
22,July 8 2014,John Mellencamp,Trouble No More Live at Town Hall,"Americana, folk rock, roots rock, country blues, Delta blues, rockabilly, alternative country, heartland rock",Mercury,
23,July 8 2014,Leela James,Fall For You,"Soul, R&B, blues",,
24,July 8 2014,Yes,Heaven & Earth,Progressive rock,Frontiers,Roy Thomas Baker
25,July 11 2014,Sheppard,Bombs Away,"Indie pop, indie rock","Empire of Song, Decca, Republic",Stuart Stuart
26,July 11 2014,Taylor Henderson,Burnt Letters,"Pop, folk, country",Sony Music Australia,"Adrian Breakspear, Alex Hope, Jon Hume, Lindsay Rimes, Louis Schoorl, Robby De Sa, Trinity"
27,July 14 2014,Fink,Hard Believer,Indie rock,"R'COUP'D, Ninja Tune",Billy Bush
28,July 14 2014,Judas Priest,Redeemer of Souls,Heavy metal,"Epic, Columbia","Glenn Tipton, Mike Exeter"
29,July 14 2014,Jungle,Jungle,Modern soul,XL,Jungle
30,July 14 2014,Morrissey,World Peace Is None of Your Business,"Alternative rock, indie rock, indie pop",Harvest,Joe Chiccarelli
31,July 14 2014,Suicide Silence,You Can't Stop Me,Deathcore,Nuclear Blast,Steve Evetts
32,July 15 2014,Betraying the Martyrs,Phantom,"Deathcore, metalcore, melodic death metal, progressive metal",Sumerian,Lucas d'Angelo
33,July 15 2014,Bleachers,Strange Desire,"Indie pop, alternative rock",RCA,"John Hill, Vince Clarke"
34,July 15 2014,Jason Mraz,Yes!,Pop rock,Atlantic,"Mike Mogis, Jason Mraz, Chris Keup, Stewart Myers"
35,July 15 2014,Pennywise,Yesterdays,Punk rock,Epitaph,Ian Petersen
36,July 15 2014,Puss n Boots,"No Fools, No Fun",Alternative country,Blue Note,
37,July 15 2014,Rise Against,The Black Market,"Punk rock, melodic hardcore, alternative rock",Interscope,"Bill Stevenson, Jason Livermore"
38,July 15 2014,"""Weird Al"" Yankovic",Mandatory Fun,"Comedy, parody",RCA,"""Weird Al"" Yankovic"
39,July 18 2014,Biffy Clyro,Similarities,"Alternative rock, experimental rock",14th Floor,Biffy Clyro
40,July 22 2014,Alvvays,Alvvays,"Pop rock, indie pop, indie rock, lo-fi, surf pop",Polyvinyl,Chad VanGaalen
41,July 22 2014,Anberlin,lowborn,"Alternative rock, Christian rock",Tooth & Nail,Anberlin
42,July 22 2014,Common,Nobody's Smiling,Hip hop,"ARTium, Def Jam","Common, No I.D."
43,July 22 2014,Crown the Empire,The Resistance: Rise of The Runaways,"Metalcore, post-hardcore",Rise,"Alex Prieto, Bennett Vogelman, Brendan Barone, Dan Korneff"
44,July 22 2014,Dog Fashion Disco,Sweet Nothings,Avant-garde metal,Rotten Records,"Drew Lamond, Steve Wright"
45,July 22 2014,Jesse McCartney,In Technicolor,"R&B, pop, soul",Eight0Eight Records,"The Elev3n, Jesse McCartney, Sherry Goffin, Troy ""R8DIO"" Johnson"
46,July 28 2014,Shabazz Palaces,Lese Majesty,Experimental hip hop,Sub Pop,Shabazz Palaces
47,July 29 2014,Adelitas Way,Stuck,"Alternative metal, hard rock, post-grunge",Virgin Records,"Nick Raskulinecz, Tom Petty, Ryan Ulyate"
48,July 29 2014,Cherry Poppin' Daddies,Please Return the Evening,"Swing, traditional pop",Space Age Bachelor Pad Records,Steve Perry
49,July 29 2014,Dark Lotus,"The Mud, Water, Air & Blood",Hardcore hip hop,Psychopathic,"Fritz the Cat, Kuma, Otis, Seven"
50,July 29 2014,Eric Clapton & Friends,The Breeze: An Appreciation of JJ Cale,Blues rock,"Bushbranch, Surfdog","Eric Clapton, Simon Climie"
51,July 29 2014,Jenny Lewis,The Voyager,Indie rock,Warner Bros.,Ryan Adams
52,July 29 2014,JYJ,Just Us,"K-pop, R&B, Dance","C-JeS, OGAM, LOEN",
53,July 29 2014,NSYNC,The Essential *NSYNC,"R&B, pop, dance","RCA, Legacy","Jan Van Der Toorn, Denniz Pop, Max Martin, Kristian Lundin, Carl Sturken, Evan Rogers, Veit Renn, David Foster, Rami Yacoub, Richard Marx, Robin Wiley, The Neptunes, BT, Allstar Gordon"
54,July 29 2014,PartyNextDoor,PartyNextDoor Two,R&B,OVO Sound,"G Ry, Neenyo, PartyNextDoor"
55,July 29 2014,Theory of a Deadman,Savages,"Hard rock, alternative metal, post-grunge",Roadrunner,Howard Benson
56,July 29 2014,Tom Petty and the Heartbreakers,Hypnotic Eye,"Heartland rock, blues rock",Reprise,"Mike Campbell, Ryan Ulyate, Tom Petty"
