,Release date,Artist,Album,Genre,Label,Producer
21,March 9 2016,Alexandra Stan,Alesta,"Dance, electronic pop, R&B","Victor, Roton, Global, Warner Bros., Vae Victis, Ego","Addis Mussa, Andrei Mihai, Axident, David Ciente, David Ritter, Ion Chirinciuc, Joacim Persson, Patrick Greska, Rainer Wetenkamp, Sebastian Arman, Sebastian Barac, Thomas Troelsen"
22,March 11 2016,3 Doors Down,Us and the Night,"Post-grunge, hard rock, alternative rock, alternative metal",Republic,Matt Wallace
23,March 11 2016,Adore Delano,After Party,"Dance, electronic, pop",Producer Entertainment Group,"Paul Coultrup, Tomas Costanza"
24,March 11 2016,AURORA,All My Demons Greeting Me as a Friend,"Art pop, electropop","Decca, Glassnote","Aurora Aksnes, Odd Martin Skålnes, Mangus Åserud Skylstad, Michelle Leonard, Nicholas Rebscher, Jeremy Wheatley, Jonny Wright, Alf Lund Gobolt, Tom Hull, Electric, Royal Philharmonic Orchestra, Eden Ahbez"
25,March 11 2016,Bethel Music,Have It All,"Contemporary Christian music, worship",Bethel Music,"Chris Greely, Bobby Strand"
26,March 11 2016,Brian Fallon,Painkillers,"Rock, alternative rock, heartland rock",Island,Butch Walker
27,March 11 2016,Citizen Way,2.0,"Christian music, Christian rock, Christian EDM, worship",Fair Trade,
28,March 11 2016,Emmy the Great,Second Love,,Bella Union,
29,March 11 2016,Julian Lage,Arclight,"Jazz, jazz blues",Mack Avenue,Jesse Harris
30,March 11 2016,Killswitch Engage,Incarnate,Metalcore,Roadrunner,Adam Dutkiewicz
31,March 11 2016,Matt Corby,Telluric,"Alternative, pop","Mercury, Universal Music Australia","Matt Corby, Dann Hume"
32,March 11 2016,Nine Lashes,Ascend,"Christian pop, Christian EDM, Christian rock, electropop, dance-pop, pop rock",BEC,
33,March 18 2016,Delta Heavy,Paradise Lost,Drum and bass,RAM,
34,March 18 2016,Dustin Kensrue,Thoughts That Float on a Different Blood,"Contemporary folk music, alternative rock, indie rock, indie folk, folk rock",Vagrant,
35,March 18 2016,The Falcon,Gather up the Chaps,Punk,Red Scare Industries,
36,March 18 2016,Gwen Stefani,This Is What the Truth Feels Like,Pop,Interscope,"Danny D, Greg Kurstin, J.R. Rotem, Mattman & Robin, Mike Green, Stargate, Teal Douville, Tim Blacksmith"
37,March 18 2016,Hooverphonic,In Wonderland,,Sony (Belgium),
38,March 18 2016,Iggy Pop,Post Pop Depression,"Art rock, garage rock, hard rock",Loma Vista,Josh Homme
39,March 18 2016,James,Girl at the End of the World,Alternative rock,BMG,Max Dingel
40,March 18 2016,Primal Scream,Chaosmosis,,"First International, Ignition","Andrew Innes, Björn Yttling, Bobby Gillespie"
41,March 18 2016,Redfoo,Party Rock Mansion,Pop,"Rykodisc, Party Rock","Brandon M. Garcia, Play-N-Skillz, Stefan Gordy"
42,March 18 2016,Soul Asylum,Change of Fortune,Alternative rock,Entertainment One,"John Fields, Soul Asylum"
43,March 18 2016,Underworld,"Barbara Barbara, We Face a Shining Future",Electronic,Universal,"Rick Smith, High Contrast"
44,March 18 2016,Violent Soho,WACO,"Grunge, alternative",SideOneDummy,Bryce Moorhead
45,March 18 2016,The Wonder Stuff,30 Goes Around the Sun,"Indie rock, alternative rock",IRL,Simon Efemey
46,March 25 2016,Amon Amarth,Jomsviking,Melodic death metal,Metal Blade,Andy Sneap
47,March 25 2016,Anthony Hamilton,What I'm Feelin',R&B,RCA,"Anthony Hamilton, Mark Batson, Eli Davis, James Poyser, Salaam Remi"
48,March 25 2016,Asking Alexandria,The Black,"Metalcore, electronicore",Sumerian,Joey Sturgis
49,March 25 2016,Birdy,Beautiful Lies,"Indie folk, indie pop",Atlantic,"Al Shux, Birdy, Felix Joseph, Jim Abbiss, Roy Kerr, Sam Romans, Steve Mac, Tim Bran, TMS"
50,March 25 2016,Bob Mould,Patch the Sky,Alternative rock,Merge,Bob Mould
51,March 25 2016,Elisa,On,"Pop, dance, pop rock, soul",Sugar Music,Elisa
52,March 25 2016,Elliphant,Living Life Golden,"Electronic, pop","Kemosabe, TEN Music Group, Sony Music","Dr. Luke, Cirkut, Billboard, Diplo, Skrillex, Jr Blender, Nick Ruth, Dave Sitek, Carl Löf, T-Collar, Pfannenstill, Faux Delorean, Joel Little, Tommy Tysper"
53,March 25 2016,Future of the Left,The Peace & Truce of Future of the Left,Noise rock,Prescriptions,
54,March 25 2016,Hana Pestle,HANA,Indie pop,,"Hana Pestle, Mike Diamond"
55,March 25 2016,The Joy Formidable,Hitch,Alternative rock,"C'mon Let's Drift, Caroline",The Joy Formidable
56,March 25 2016,K. Michelle,More Issues Than Vogue,"R&B, soul, pop",Atlantic,"Ayo the Producer, Blac Elvis, Corparal, CritaCal, Curtis ""Sauce"" Wilson, Danja, Eric Cire, Eric Dawkins, Eric Hudson, Foreign Teck, Hitmaka, J. Wilson, Kelly Price, Keyz, Lil' Ronnie, Longombas, OZ, Pop & Oak, Sam Salter, T-Collar, T-Pain, Yung Berg"
57,March 25 2016,Lincoln Durham,Revelations of a Mind Unraveling,"Rock, alternative folk, southern gothic, revival punk",Droog Records,George Reiff
58,March 25 2016,Metal Church,XI,Heavy metal,Rat Pak,"Kurdt Vanderhoof, Chris ""The Wizard"" Collier"
59,March 25 2016,Robin Trower,Where You Are Going To,,"Manhaton Records, V-12 Records",
60,March 25 2016,Zayn,Mind of Mine,"Alternative R&B, pop, R&B",RCA,"Alan Sampson, Levi Lennox, James ""Malay"" Ho, MYKL, XYZ"
61,March 27 2016,dvsn,Sept. 5th,R&B,"OVO Sound, Warner Bros.","Nineteen85, Noël Cadastre, Stephen Kozmeniuk"
