,Release date,Artist,Album,Genre,Label,Producer
36,July 24 2015,Prince Royce,Double Vision,Latin pop,RCA,"Ilya Salmanzadeh, Jason Evigan, RoccStar, Toby Gad"
37,July 24 2015,Sleaford Mods,Key Markets,"Alternative hip hop, post-punk",Harbinger Sound,
38,July 24 2015,Symphony X,Underworld,"Progressive metal, neoclassical metal",Nuclear Blast,Michael Romeo
39,July 24 2015,We Came as Romans,We Came as Romans,"Post-hardcore, melodic metalcore, alternative rock","Equal Vision, Spinefarm, Caroline Australia","David Bendeth, Erik Ron"
40,July 28 2015,Omar Souleyman,Bahdeni Nami,"Folk, electronica",Monkeytown,
41,July 28 2015,Titus Andronicus,The Most Lamentable Tragedy,"Punk rock, indie rock",Merge,"Kevin McMahon, Adam Reich"
42,July 31 2015,Finger Eleven,Five Crooked Lines,"Hard rock, alternative metal, post-grunge",The Bicycle Music Company,Dave Cobb
43,July 31 2015,Joss Stone,Water for Your Soul,"Soul, reggae, hip hop, world music, R&B","S-Curve, Stone'd","Joss Stone, Damian Marley, Conner Reeves, Jonathan Shorten, Steve Greenwell"
44,July 31 2015,Kataklysm,Of Ghosts and Gods,Death metal,Nuclear Blast,
45,July 31 2015,Knuckle Puck,Copacetic,Pop punk,Rise,Seth Henderson
46,July 31 2015,Lianne La Havas,Blood,Neo soul,Warner Bros.,"Jamie Lidell, Lianne La Havas, Mark Batson, Matt Hales, Paul Epworth, Stephen McGregor"
47,July 31 2015,The Maccabees,Marks to Prove It,"Alternative rock, indie rock","Fiction, Communion","Hugo White, Laurie Latham, The Maccabees"
48,July 31 2015,Migos,Yung Rich Nation,Trap,"300, Quality Control, Atlantic","Zaytoven, Murda Beatz, Honorable C.N.O.T.E., Deko, OG Parker, DJ Durel"
49,July 31 2015,Natalie Imbruglia,Male,"Pop, pop rock, indie rock",Sony Masterworks,Billy Mann
50,July 31 2015,Saint Asonia,Saint Asonia,Rock,RCA,Johnny K
51,July 31 2015,Teenage Time Killers,"Greatest Hits, Vol. 1","Rock, punk rock",Rise,
52,July 31 2015,Xandria,Fire & Ashes,"Symphonic metal, power metal",Napalm,Joost van den Broek
