,Release date,Artist,Album,Genre,Label,Producer
44,February 19 2016,Alex Newell,POWER,"Pop, R&B",Big Beat,"MNEK, LDN Noise, Freshup & Harley, Red Triangle, Digital Farm Animals"
45,February 19 2016,Animal Collective,Painting With,Psychedelic pop,Domino,Animal Collective
46,February 19 2016,BJ the Chicago Kid,In My Mind,R&B,Motown,"Big K.R.I.T., BJ the Chicago Kid, Da Internz, DJ Khalil, Marcus Kincy, Mike & Keys, Sean Cooper"
47,February 19 2016,The Cave Singers,Banshee,Rock,Jagjaguwar,
48,February 19 2016,Jack Garratt,Phase,"Indie pop, PBR&B",Island,"Brett Cox, Carassius Gold, Jack Garratt, Mike Spencer"
49,February 19 2016,Josef Salvat,Night Swim,"Pop, electropop",Columbia,"Ben Mclusky, Josef Salvat, Rich Cooper, Will Purton"
50,February 19 2016,Lake Street Dive,Side Pony,"Pop, indie pop",Nonesuch,Dave Cobb
51,February 19 2016,Last in Line,Heavy Crown,Heavy metal,Frontiers,Jeff Pilson
52,February 19 2016,Mavis Staples,Livin' on a High Note,"R&B, soul, roots rock","Anti-, Epitaph",M. Ward
53,February 19 2016,Ra Ra Riot,Need Your Light,Indie rock,Barsuk,"Ryan Hadlock, Rostam Batmanglij"
54,February 19 2016,"Ralph Alessi, Gary Versace, Drew Gress, Nasheet Waits",Quiver,Jazz,,ECM
55,February 19 2016,Simple Plan,Taking One for the Team,"Pop punk, punk rock, power pop",Atlantic,Howard Benson
56,February 19 2016,The Starting Line,Anyways,"Pop punk, alternative rock",Downtown,Will Yip
57,February 19 2016,Wolfmother,Victorious,"Hard rock, heavy metal, stoner rock, neo-psychedelia",Universal,Brendan O'Brien
58,February 19 2016,Yo Gotti,The Art of Hustle,Hip hop,"Epic, CMG","Bangladesh, Ben Billions, Big Fruit, Drumma Boy, Gnyus, Honorable C.N.O.T.E., Infamous, Ink, Kane Beatz, Luca Polizzi, Milli Beatz, Neenyo, Remo the Hitmaker, Richie Souf, Schife, Street Symphony, Timbaland, TODAY, Yo Gotti"
59,February 26 2016,The 1975,"I Like It When You Sleep, for You Are So Beautiful yet So Unaware of It","Indie rock, new wave, synth-pop","Interscope, Dirty Hit, Polydor, Vagrant","Mike Crossey, George Daniel, Matthew Healy"
60,February 26 2016,Adelitas Way,Getaway,"Hard rock, post-grunge, alternative metal, alternative rock","Vegas Syn, The Fuel Music",Johnny K
61,February 26 2016,Amanda Bergman,Docks,Pop,Ingrid,Petter Winnberg
62,February 26 2016,Anthrax,For All Kings,Thrash metal,"Megaforce, Nuclear Blast",Jay Ruston
63,February 26 2016,Anvil,Anvil Is Anvil,"Heavy metal, speed metal",SPV/Steamhammer,"Anvil, Martin ""Mattes"" Pfeiffer"
64,February 26 2016,BlutEngel,Nemesis: The Best of & Reworked,Dark wave,Out of Line,"Christian ""Chris"" Pohl, Jens Gärtner"
65,February 26 2016,Bonnie Raitt,Dig in Deep,"Rock, blues, americana",Redwing Records,"Bonnie Raitt, Joe Henry"
66,February 26 2016,Charli XCX,Vroom Vroom,"Experimental pop, wonky pop, electronic, bubblegum pop",Vroom Vroom Recordings,"SOPHIE, Jodie Harsh, Hal Ritson, Richard Adlam"
67,February 26 2016,From Ashes to New,Day One,"Nu metal, rap metal, post hardcore",Better Noise Records,Grant McFarland
68,February 26 2016,The Gloaming,2,Folk,Brassland,
69,February 26 2016,Hands Like Houses,Dissonants,"Post-hardcore, alternative rock",Rise,"James Paul Wisner, Erick Ron"
70,February 26 2016,Macklemore & Ryan Lewis,This Unruly Mess I've Made,Hip hop,Macklemore LLC,"Ahamefule Oluo, Josh Karp, Ryan Lewis"
71,February 26 2016,Magnum,"Sacred Blood ""Divine"" Lies",,SPV/Steamhammer,
72,February 26 2016,Peter Kater and Tina Guo,Inner Passion,"New-age, modern classical, improvisational",Hearts of Space,
73,February 26 2016,Redemption,The Art of Loss,Progressive metal,Metal Blade,Tommy Hansen
74,February 26 2016,Santigold,99¢,"Art pop, alternative dance, new wave",Atlantic,"Dave Sitek, Haze Benga, Hit-Boy, Ian Longwell, John Hill, Martin Stilling, Noah Breakfast, Nugget, Patrik Berger, Rostam Batmanglij, Santigold, Stint, Style of Eye, VERYRVRE, Zeds Dead"
75,February 26 2016,School of Seven Bells,SVIIB,Dream pop,Vagrant,"Benjamin Curtis, Justin Meldal-Johnsen"
76,February 26 2016,Trondheim Jazz Orchestra with Kim Myhr and Jenny Hval,In the End His Voice Will Be the Sound of Paper,Jazz,Hubro Music,Kim Myhr
77,February 26 2016,Tweet,Charlene,"R&B, soul, neo soul",eOne,"Charlene ""Tweet"" Keys, Charlie Bereal, Chris Brown, Craig Brockman, Jairus Mozee, Jubu Smith, Nisan Stewart, Timbaland"
78,February 26 2016,Voivod,Post Society,Progressive metal,Century Media,
79,February 26 2016,Willie Nelson,Summertime: Willie Nelson Sings Gershwin,Country,Legacy,"Buddy Cannon, Matt Rollings"
80,February 26 2016,Yuck,Stranger Things,"Indie rock, alternative rock",Mamé Records,Yuck
